title,href,date,description,keywords
"Replication Data for: Americans, Not Partisans: Can Priming American National Identity Reduce Affective Polarization?",/dataset.xhtml?persistentId=doi:10.7910/DVN/SNQG8P,"Jan 24, 2017","In recent years, Americans have become more affectively polarized: that is, ordinary Democrats and Republicans increasingly dislike and distrust members of the opposing party. Such polarization is normatively troubling, as it exacerbates gridlock and dissensus in Washington. Given these negative consequences, I investigate whether it is possible to ameliorate this partisan discord. Building on the Common Ingroup Identity Model from social psychology, I show that by heightening subjects’ sense of American national identity, they comes to see members of the opposing party as fellow Americans, rather than rival partisans. As a result, they like the opposing party more, thereby reducing affective polarization. Using several original experiments, as well as a natural experiment surrounding the July 4th holiday and the 2008 Summer Olympics, I find strong support for my argument. I conclude by discussing the implications of these findings for efforts to reduce polarization more generally. (2017-01-24)","American identity, Common in-group identity model , Affective polarization"
Are Voting Norms Conditional? How Electoral Context and Peer Behavior Shape the Social Returns to Voting,/dataset.xhtml?persistentId=doi:10.7910/DVN/D0LEX4,"Jan 24, 2017","Replication data and code for ""Are Voting Norms Conditional? How Electoral Context and Peer Behavior Shape the Social Returns to Voting"", Journal of Politics.","voting, experiment"
Replication Data for: The Politics of Central Bank Appointments,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZIYOQ3,"Jan 24, 2017","Contains data and replication code for the empirical results in ""The Politics of Central Bank Appointments""",
Replication Data for: Relative Economic Performance and the Incumbent Vote: A Reference Point Theory,/dataset.xhtml?persistentId=doi:10.7910/DVN/96H4DV,"Jan 14, 2017","Replication materials for ""Relative Economic Performance and the Incumbent Vote: A Reference Point Theory"" (2017-01-09)",
"Replication Data for: How Far does Social Group Influence Reach? Identities, Elites, and Immigration Attitudes",/dataset.xhtml?persistentId=doi:10.7910/DVN/SIUR6A,"Jan 14, 2017",Replication materials including data files and .do files.,
The Political Legacy of Violence: The Long-Term Impact of Stalin’s Repression in Ukraine,/dataset.xhtml?persistentId=doi:10.7910/DVN/ASLTVG,"Jan 5, 2017","Replication data and code for Rozenas, Schutte, and Zhukov: ""The Political Legacy of Violence: The Long-Term Impact of Stalin’s Repression in Ukraine"". Journal of Politics (forthcoming). The replication data and code provided here can be used to replicate all the tables and figures in the main text and the supplementary information. (2017-01-03)",
Assessing Contextual Measurement Strategies,/dataset.xhtml?persistentId=doi:10.7910/DVN/0XEUCP,"Jan 5, 2017","Replication files for ""Assessing Contextual Measurement Strategies""",
"Replication Data for: ""The Four Faces of Political Participation in Argentina: Using Latent Class Analysis To Study Political Behavior""",/dataset.xhtml?persistentId=doi:10.7910/DVN/2OFTAW,"Jan 5, 2017","This replication package contains data and R code that can be used to reproduce all tables and figures in ""The Four Faces of Political Participation in Argentina: Using Latent Class Analysis To Study Political Behavior"" by R. Michael Alvarez, Ines Levin, and Lucas Nuñez.","political participation, latent class analysis"
Replication Data for: Economic Inequality and Class Consciousness,/dataset.xhtml?persistentId=doi:10.7910/DVN/UCCJIB,"Dec 23, 2016","This zip file includes the knitr file (combined LaTeX + R code) that downloads the Pew Research Center datasets employed and generates the article, including all results and figures. Other data and bibliography dependencies are also included. These reproducibility materials along with their intermediate products and the complete revision history of the article are available at https://github.com/fsolt/class_consciousness (2016-12-15)",
Does Incarceration Reduce Voting? Evidence about the Political Consequences of Spending Time in Prison,/dataset.xhtml?persistentId=doi:10.7910/DVN/6WBQ7U,"Dec 23, 2016","The rise in mass incarceration provides a growing impetus to understand the effect that interactions with the criminal justice system have on political participation. While a substantial body of prior research studies the political consequences of criminal disenfranchisement, less work examines why eligible ex-felons vote at very low rates. We use administrative data on voting and interactions with the criminal justice system from Pennsylvania to assess whether the association between incarceration and reduced voting is causal. Using administrative records that reduce the possibility of measurement error, we employ several different research designs to investigate the possibility that the observed negative correlation between incarceration and voting might result from differences across individuals that both lead to incarceration and low participation. As this selection bias issue is addressed, we find that the estimated effect of serving time in prison on voting falls dramatically and for some research designs vanishes entirely. (2016-12-17)","voter turnout, policy feedback, incarceration, carceral state"
